,Haltestelle,latitude,longitude,index
5333,"Lüneburg, Goethestraße",10.410396,53.235172,0.0
5334,"Lüneburg, Goseburgstraße",10.418284,53.264455,0.0
5335,"Lüneburg, Graf-von-Moltke-Straße",10.439626,53.236764,0.0
5336,"Lüneburg, Gut Olm",10.454518,53.261592,0.0
5337,"Lüneburg, Häcklinger Weg",10.387008,53.219667,0.0
5338,"Lüneburg, Hagemannsweg",10.398385,53.281144,0.0
5339,"Lüneburg, Hagen (Wendeplatz)",10.45143,53.24301,0.0
5340,"Lüneburg, Hagen-Schule",10.44782,53.243898,0.0
5341,"Lüneburg, Hansestraße",10.426198,53.254098,0.0
5342,"Lüneburg, Hans-Steffens-Weg",10.435021,53.25091,0.0
5343,"Lüneburg, Hasenburg",10.39399,53.225813,0.0
5344,"Lüneburg, Hasenburger Berg",10.397873,53.235608,0.0
5345,"Lüneburg, Hasenburger Schule",10.397088,53.233119,0.0
5346,"Lüneburg, Hasenburger Weg",10.383155,53.228779,0.0
5347,"Lüneburg, Heidkamp",10.393647,53.234597,0.0
5348,"Lüneburg, Heidkoppelweg",10.468794,53.261426,0.0
5349,"Lüneburg, Heinrich-Böll-Straße",10.404606,53.226686,0.0
5350,"Lüneburg, Henningstraße",10.423418,53.252523,0.0
5351,"Lüneburg, Herderschule",10.391746,53.255871,0.0
5352,"Lüneburg, Hermann-Löns-Straße",10.435749,53.261002,0.0
5353,"Lüneburg, Hermann-Wagner-Straße",10.44444,53.22851,0.0
5354,"Lüneburg, Hessenweg (Mitte)",10.387968,53.213689,0.0
5355,"Lüneburg, Hinrich-Wilhelm-Kopf-Straße",10.433812,53.239386,0.0
5356,"Lüneburg, Hölderlinstraße",10.444405,53.260816,0.0
5357,"Lüneburg, Hopfengarten",10.428224,53.251045,0.0
5358,"Lüneburg, Ilmenaucenter",10.416427,53.260873,0.0
5359,"Lüneburg, Im Kamp",10.3846,53.222517,0.0
5360,"Lüneburg, Imkerstieg",10.388852,53.27474,0.0
5361,"Lüneburg, Jägerstraße",10.384748,53.248917,0.0
5362,"Lüneburg, Johanna-Stegen-Straße",10.387392,53.249587,0.0
5363,"Lüneburg, Jüttkenmoor",10.385013,53.247844,0.0
5364,"Lüneburg, Kanalbrücke",10.48485,53.235607,0.0
5365,"Lüneburg, Kefersteinstraße (Uni)",10.410272,53.240979,0.0
5366,"Lüneburg, Kloster Lüne",10.422751,53.260879,0.0
5367,"Lüneburg, Klosterkamp",10.446438,53.229124,0.0
5368,"Lüneburg, Klosterkamp (Nord)",10.447156,53.230445,0.0
5369,"Lüneburg, Klosterweg",10.371974,53.211655,0.0
5370,"Lüneburg, Königsberger Straße",10.408684,53.262843,0.0
5371,"Lüneburg, Konrad-Adenauer-Straße",10.431957,53.237665,0.0
5372,"Lüneburg, Konrad-Adenauer-Straße (Ost)",10.445341,53.231258,0.0
5373,"Lüneburg, Konrad-Zuse-Allee",10.416325,53.255528,0.0
5374,"Lüneburg, Krähornsberg",10.386184,53.270611,0.0
5375,"Lüneburg, Kulturforum Wienebüttel",10.374813,53.264272,0.0
5376,"Lüneburg, Kurpark",10.404523,53.238333,0.0
5377,"Lüneburg, Kurt-Höbold-Straße",10.478645,53.240689,0.0
5378,"Lüneburg, Kurt-Schumacher-Straße",10.426476,53.240409,0.0
5379,"Lüneburg, Laffertstraße",10.39371,53.255444,0.0
5380,"Lüneburg, Lambertiplatz",10.40319,53.245664,0.0
5381,"Lüneburg, Landwehr",10.395656,53.283889,0.0
5382,"Lüneburg, Leuphana",10.401544,53.230137,0.0
5383,"Lüneburg, Lilienthalstraße",10.459867,53.243536,0.0
5384,"Lüneburg, Lüner Rennbahn",10.422595,53.278269,0.0
5385,"Lüneburg, Lüner Weg",10.426094,53.261801,0.0
5386,"Lüneburg, Magdeburger Straße",10.399137,53.266532,0.0
5387,"Lüneburg, Markt",10.408839,53.250701,0.0
5388,"Lüneburg, Meinekenhop",10.38776,53.237361,0.0
5389,"Lüneburg, Meisterweg",10.431889,53.259853,0.0
5390,"Lüneburg, Memeler Straße",10.467901,53.260268,0.0
5391,"Lüneburg, MTV-Platz",10.404887,53.234815,0.0
5392,"Lüneburg, Munstermannskamp",10.405176,53.232197,0.0
5393,"Lüneburg, Naruto-Straße",10.385127,53.269437,0.0
5394,"Lüneburg, Neu Häcklingen",10.405363,53.209118,0.0
5395,"Lüneburg, Neue Sülze",10.40425,53.247835,0.0
5396,"Lüneburg, Oedeme Dorf",10.376524,53.228901,0.0
5397,"Lüneburg, Ortelsburger Straße",10.463349,53.260828,0.0
5398,"Lüneburg, Osterwiese",10.374756,53.214831,0.0
5399,"Lüneburg, Ostlandring",10.43976,53.2421,0.0
5400,"Lüneburg, Otto-Brenner-Straße",10.47818,53.242861,0.0
5401,"Lüneburg, Otto-Brenner-Straße (Kehre)",10.483262,53.236471,0.0
5402,"Lüneburg, Ovelgönner Weg",10.392053,53.229799,0.0
5403,"Lüneburg, Pilgerpfad",10.378462,53.209962,0.0
5404,"Lüneburg, Planckstraße",10.404646,53.219236,0.0
5405,"Lüneburg, Postamt",10.404011,53.242832,0.0
5406,"Lüneburg, Psychiatrische Klinik",10.388191,53.254367,0.0
5407,"Lüneburg, Pulverweg (Nord)",10.422547,53.251104,0.0
5408,"Lüneburg, Pulverweg (Süd)",10.421214,53.248415,0.0
5409,"Lüneburg, Pumpenstation",10.367386,53.265436,0.0
5410,"Lüneburg, Rathaus",10.406948,53.250616,0.0
5411,"Lüneburg, Rehrweg",10.372658,53.226465,0.0
5412,"Lüneburg, Reichenbachplatz",10.410714,53.253033,0.0
5413,"Lüneburg, Rettmer (Mitte)",10.369966,53.213933,0.0
5414,"Lüneburg, Richard-Brauer-Straße",10.442779,53.24458,0.0
5415,"Lüneburg, Ringstraße",10.389153,53.23597,0.0
5416,"Lüneburg, Röntgenstraße",10.402955,53.220613,0.0
5417,"Lüneburg, Röntgenstraße (Kirche)",10.40248,53.223027,0.0
5418,"Lüneburg, Rosenkamp",10.379223,53.224341,0.0
5419,"Lüneburg, Rosenkamp Wendeplatz",10.380939,53.223674,0.0
5420,"Lüneburg, Rote Schleuse",10.410299,53.209455,0.0
5421,"Lüneburg, Rote Straße",10.409436,53.245635,0.0
5422,"Lüneburg, Rotes Tor",10.409796,53.243815,0.0
5423,"Lüneburg, Salzwedeler Straße",10.403154,53.260572,0.0
5424,"Lüneburg, Schäferfeld",10.428504,53.238344,0.0
5425,"Lüneburg, Scharnhorststraße (DJH)",10.397151,53.229982,0.0
5426,"Lüneburg, Schildsteinweg",10.391934,53.240907,0.0
5427,"Lüneburg, Schlachthof",10.425045,53.272596,0.0
5428,"Lüneburg, Schmiedestraße",10.376425,53.224867,0.0
5429,"Lüneburg, Schomakerstraße",10.399896,53.253988,0.0
5430,"Lüneburg, Schulzentrum Oedeme",10.38568,53.233234,0.0
5431,"Lüneburg, Schützenstraße",10.435138,53.244537,0.0
5432,"Lüneburg, Schwarzer Weg",10.428288,53.271399,0.0
5433,"Lüneburg, Soltauer Straße (Kurzentrum)",10.402211,53.241371,0.0
5434,"Lüneburg, Spechtsweg(ASM-Halt)",10.416079,53.232211,0.0
5435,"Lüneburg, Städtisches Klinikum",10.397131,53.240873,0.0
5436,"Lüneburg, Stadtkoppel",10.450015,53.245894,0.0
5437,"Lüneburg, Stadttheater",10.407291,53.243719,0.0
5438,"Lüneburg, Steinweg",10.387935,53.229793,0.0
5439,"Lüneburg, Sternkamp",10.405528,53.267167,0.0
5440,"Lüneburg, Stöteroggestraße (Nord)",10.399596,53.264514,0.0
5441,"Lüneburg, Stöteroggestraße (Süd)",10.40206,53.255544,0.0
5442,"Lüneburg, St.-Stephanus-Platz",10.434889,53.238447,0.0
5443,"Lüneburg, Sültenweg",10.393088,53.244138,0.0
5444,"Lüneburg, Tartuer Platz",10.433068,53.253441,0.0
5445,"Lüneburg, Teilfeld",10.389753,53.27942,0.0
5446,"Lüneburg, Tennispark",10.384971,53.259994,0.0
5447,"Lüneburg, Teufelsküche",10.385037,53.238363,0.0
5448,"Lüneburg, Theodor-Haubach-Straße",10.442705,53.234372,0.0
5449,"Lüneburg, Theodor-Heuss-Straße",10.432748,53.246094,0.0
5450,"Lüneburg, Thorner Platz",10.399631,53.259616,0.0
5451,"Lüneburg, Thorner Straße (West)",10.394416,53.258716,0.0
5452,"Lüneburg, Uelzener Straße (Kurzentrum)",10.404259,53.240789,0.0
5453,"Lüneburg, Universitätsallee",10.405484,53.229273,0.0
5454,"Lüneburg, Veilchenring",10.372312,53.210519,0.0
5455,"Lüneburg, Venusberg (Johanneum)",10.430605,53.246524,0.0
5456,"Lüneburg, Volgershall (Uni)",10.383919,53.249223,0.0
5457,"Lüneburg, Von-Stern-Straße",10.462599,53.245875,0.0
5458,"Lüneburg, Vor dem Neuen Tore",10.392398,53.250113,0.0
5459,"Lüneburg, Vrestorfer Weg",10.426108,53.278874,0.0
5460,"Lüneburg, Wacholderweg",10.442634,53.245165,0.0
5461,"Lüneburg, Waldfriedhof",10.429432,53.236051,0.0
5462,"Lüneburg, Wallstraße (Theater)",10.407716,53.245718,0.0
5463,"Lüneburg, Walter-Bötcher-Straße",10.447513,53.246337,0.0
5464,"Lüneburg, Wichernstraße",10.397884,53.226747,0.0
5465,"Lüneburg, Wielandstraße",10.410792,53.237666,0.0
5466,"Lüneburg, Wiesengrund",10.374737,53.213294,0.0
5467,"Lüneburg, Wilhelm-Fressel-Straße",10.476024,53.238969,0.0
5468,"Lüneburg, Wilhelm-Hänel-Weg",10.404748,53.269414,0.0
5469,"Lüneburg, Wilhelm-Leuschner-Straße",10.444097,53.236557,0.0
5470,"Lüneburg, William-Watt-Straße",10.380592,53.244076,0.0
5471,"Lüneburg, Witzendorffstraße",10.392377,53.256376,0.0
5472,"Lüneburg, Zeltberg",10.407065,53.265127,0.0
5473,"Lüneburg, Zentralfriedhof",10.398947,53.237293,0.0
5474,"Lüneburg, Ziegelkamp",10.427596,53.247503,0.0
5475,Lürade,9.930856,53.425493,0.0
5476,Lürader Weg,9.929843,53.421808,0.0
5477,Luruper Chaussee (DESY),9.888861,53.576301,0.0
5478,"Lütau, Gallbergweg",10.550044,53.435341,0.0
5479,"Lütau, Kirche",10.545635,53.435344,0.0
5480,"Lütau, Schule",10.555339,53.438983,0.0
5481,Lütjenburg (Kirchwerder),10.168571,53.400498,0.0
5482,"Lütjensee, Alte Schulstraße",10.36499,53.650662,0.0
5483,"Lütjensee, Am See",10.368541,53.64124,0.0
5484,"Lütjensee, Am Sportplatz",10.361063,53.638639,0.0
5485,"Lütjensee, Deepenstegen",10.384525,53.635252,0.0
5486,"Lütjensee, Dornredder",10.366394,53.654788,0.0
5487,"Lütjensee, Grönwohlder Straße",10.378171,53.633735,0.0
5488,"Lütjensee, Hamburger Straße 27",10.364953,53.649054,0.0
5489,"Lütjensee, Heierkoppel",10.367072,53.656596,0.0
5490,"Lütjensee, Kreuzung",10.361353,53.644809,0.0
5491,"Lütjensee, Nordstrand",10.358104,53.635016,0.0
5492,"Lütjensee, Schule",10.362125,53.646714,0.0
5493,"Lütjensee, Strandweg",10.373284,53.635489,0.0
5494,"Lütjensee, Up de Höh",10.362734,53.647794,0.0
5495,"Lütjensee, Ziegeleiweg",10.374971,53.661789,0.0
5496,Lütte Stegel,10.224841,53.445222,0.0
5497,Lutterothstraße,9.947717,53.582004,0.0
5498,Lüttmattensteed,9.866449,53.459251,0.0
5499,Lüttwetter,10.276023,53.434954,0.0
5500,"Lutzhorn, Hinterm Holz",9.766584,53.824955,0.0
5501,"Lutzhorn, Im Dorf/Reihe",9.78268,53.827312,0.0
5502,"Lutzhorn, Kuhhagen",9.768537,53.832894,0.0
5503,"Lutzhorn, Ölfeldstraße",9.770568,53.847517,0.0
5504,"Lutzhorn, Schule",9.776231,53.825492,0.0
5505,"Lutzhorn, Überstör",9.774144,53.841249,0.0
5506,"Lutzhorn, Wendlohe",9.796006,53.82125,0.0
5507,Madacker,10.106954,53.686986,0.0
5508,Magellan-Terrassen,9.993326,53.542493,0.0
5509,Maienweg,10.025476,53.621167,0.0
5510,Maike-Harder-Weg,10.090246,53.666033,0.0
5511,Maisredder,10.085444,53.627319,0.25
5512,Majestätische Aussicht,9.925426,53.453885,0.0
5513,Maler- und Lackierer-Museum,10.118781,53.52149,0.0
5514,Manilabrücke,10.022431,53.607113,0.0
5515,Mannesallee,9.98725,53.514769,0.0
5516,Mannhagen,10.612715,53.642664,0.0
5517,Manshardtstraße,10.115727,53.557317,0.0
5518,Mansteinstraße,9.96579,53.57866,0.0
5519,Marco-Polo-Terrassen,9.993715,53.540414,0.0
5520,Maretstraße (Bürgerzentrum),9.982787,53.452204,0.0
5521,Margaretenhof (Nord),10.41941,53.958401,0.0
5522,Margaretenhof (Süd),10.42675,53.949805,0.0
5523,Margit-Zinke-Straße (Nord),10.166042,53.488798,0.0
5524,Maria-Louisen-Straße,10.002401,53.586877,0.0
5525,Maria-Louisen-Straße (Nord),10.007298,53.591472,0.0
5526,Marie-Henning-Weg,10.154295,53.484536,0.0
5527,"Marienau, Drosselstraße 7",10.727047,53.201733,0.0
5528,"Marienau, Gymnasium",10.725281,53.203601,0.0
5529,Marienkäferweg,9.964356,53.425389,0.0
5530,Marienkrankenhaus,10.034307,53.560772,0.25
5531,Marienstedt,10.892318,53.582952,0.0
5532,"Marienthal, Alte Salzstraße",10.474094,53.36224,0.0
5533,"Marienwohlde, Bahnübergang",10.699905,53.646283,0.0
5534,"Marienwohlde, Gut",10.694109,53.649977,0.0
5535,Marktkanal,10.025488,53.527512,0.0
5536,Marlowring,9.925357,53.573113,0.0
5537,Marmstorfer Kirche,9.967503,53.439408,0.0
5538,Marmstorfer Weg (Nord),9.971969,53.451781,0.0
5539,Marner Straße,10.104046,53.586826,0.0
5540,Marschbahndamm,10.154463,53.428626,0.0
5541,Marschkamper Deich,9.794457,53.515039,0.0
5542,Marschkamper Deich 72,9.799439,53.520208,0.0
5543,Marschweg (Kehre),9.778092,53.584432,0.0
5544,Martensallee,10.13405,53.59067,0.0
5545,Marxen am Berge,10.248034,53.160853,0.0
5546,"Marxen, Am Dorfteich",10.009354,53.311141,0.0
5547,"Marxen, An der Aue",9.985957,53.308902,0.0
5548,"Marxen, Kamp",10.008727,53.310661,0.0
5549,"Marxen, Moorburg 48",10.00168,53.310846,0.0
5550,"Marxen, Sportplatz",10.00271,53.310613,0.0
5551,"Marxen, Tanneck",9.997576,53.310503,0.0
5552,Marxsenweg,9.865181,53.555224,0.0
5553,Maschen,10.065495,53.403782,0.0
5554,"Maschen, Am Alten Sportplatz",10.036468,53.381168,0.0
5555,"Maschen, BAB-Auffahrt",10.044659,53.390397,0.0
5556,"Maschen, Eichenallee",10.038507,53.391448,0.0
5557,"Maschen, Ellernbüsche",10.036885,53.392145,0.0
5558,"Maschen, Elsternweg",10.044373,53.378718,0.0
5559,"Maschen, Erikaweg",10.039737,53.374068,0.0
5560,"Maschen, Fachenfelder Weg",10.046445,53.371897,0.0
5561,"Maschen, Gewerbegebiet",10.025024,53.386488,0.0
5562,"Maschen, Grundschule",10.043192,53.398604,0.0
5563,"Maschen, Gutenbergstraße",10.047546,53.399582,0.0
5564,"Maschen, Hamburger Straße",10.03678,53.390897,0.0
5565,"Maschen, Heidehaus",10.034431,53.377088,0.0
5566,"Maschen, Hittfelder Kirchweg",10.02653,53.389116,0.0
5567,"Maschen, Hof Freschenhausen",10.05244,53.376751,0.0
5568,"Maschen, Höhenkamp",10.03004,53.380693,0.0
5569,"Maschen, Im Stuck",10.038105,53.394686,0.0
5570,"Maschen, Kindergarten",10.038036,53.387552,0.0
5571,"Maschen, Kohlhöfen",10.043102,53.39369,0.0
5572,"Maschen, Milchberg",10.05057,53.402727,0.0
5573,"Maschen, Op de Bult",10.024662,53.384532,0.0
5574,"Maschen, Schöne Aussicht",10.036371,53.388303,0.0
5575,"Maschen, Seevestraße",10.04104,53.396071,0.0
5576,"Maschen, Speckmannstraße",10.033868,53.378063,0.0
5577,"Maschen, Vor den Hallonen",10.038082,53.385719,0.0
5578,Mattkamp,10.126483,53.545832,0.0
5579,Max-Brauer-Allee (Mitte),9.949457,53.558601,0.25
5580,Max-Eichholz-Ring,10.218247,53.504541,0.0
5581,Max-Klinger-Straße,10.144367,53.52982,0.0
5582,Maxstraße,10.048244,53.570858,0.0
5583,Max-Tau-Straße,9.951088,53.592274,0.0
5584,Maybachstraße,10.056322,53.598148,0.125
5585,"Mechow, Am Brink",10.803844,53.716929,0.0
5586,"Mechow, Bäker Straße",10.796381,53.717787,0.0
5587,"Mechow, Gut",10.807676,53.716565,0.0
5588,"Mechtersen, Im Kirchfelde",10.319549,53.280173,0.0
5589,Meckelfeld,10.030126,53.424067,0.0
5590,"Meckelfeld, Alter Kirchweg",10.010876,53.422416,0.0
5591,"Meckelfeld, Am Blöcken",10.016196,53.427861,0.0
5592,"Meckelfeld, Am Felde",10.029277,53.422564,0.0
5593,"Meckelfeld, Am Grasweg",10.020193,53.416343,0.0
5594,"Meckelfeld, An den Höfen",10.02402,53.422268,0.0
5595,"Meckelfeld, Buchenhain",10.005018,53.42278,0.0
5596,"Meckelfeld, Grundschule",10.020088,53.423919,0.0
5597,"Meckelfeld, Helbach-Haus",10.015273,53.421983,0.0
5598,"Meckelfeld, Hillenklint",10.018179,53.425867,0.0
5599,"Meckelfeld, Lerchenweg",10.026709,53.417123,0.0
5600,"Meckelfeld, Lönsring",10.026329,53.418834,0.0
5601,"Meckelfeld, Mattenmoorstraße",10.025784,53.421193,0.0
5602,"Meckelfeld, Roggenkamp",10.025775,53.41457,0.0
5603,"Meckelfeld, Rönneburger Straße",10.020931,53.422043,0.0
5604,"Meckelfeld, Schulzentrum",10.024231,53.412274,0.0
5605,"Meckelfeld, Tannenkamp",10.023685,53.420824,0.0
5606,"Meckelfeld, Waldquelle",9.997779,53.423919,0.0
5607,"Meddewade, Alte Dorfstraße",10.438803,53.808258,0.0
5608,"Meddewade, Freestot",10.439577,53.804277,0.0
5609,"Meddewade, Schlossweg",10.440772,53.810337,0.0
5610,"Meddewade, Wikingerweg",10.438604,53.811334,0.0
5611,Meeschensee,9.979877,53.753973,0.0
5612,Meezen,9.706935,54.052777,0.0
5613,"Mehlbek, Dorfstraße (Mitte)",9.435697,54.003475,0.0
5614,"Mehlbek, Mühlenweg",9.435011,54.007925,0.0
5615,"Mehlbek, Oha",9.440927,53.997661,0.0
5616,Mehrenskamp,10.12125,53.534469,0.0
5617,Mehringweg,9.960131,53.456827,0.0
5618,Meiendorfer Weg,10.155871,53.638686,0.0
5619,"Meilsdorf, Fleischgaffel",10.276305,53.624792,0.0
5620,"Meilsdorf, Gutsstraße",10.269791,53.629327,0.0
5621,"Meilsdorf, Kampsredder",10.262423,53.62963,0.0
5622,"Meilsdorf, Meilsdorfer Damm",10.281921,53.614596,0.0
5623,"Meilsen, Abzweig Buchholz",9.830924,53.330813,0.0
5624,"Melau, Wöhrden",9.507147,53.612763,0.0
5625,Melau 43,9.511689,53.613498,0.0
5626,"Melbeck, Am Diemel",10.400821,53.18046,0.0
5627,"Melbeck, Am Rischpool",10.379376,53.181124,0.0
5628,"Melbeck, Ätzberg",10.396812,53.177721,0.0
5629,"Melbeck, Danziger Straße",10.372852,53.181046,0.0
5630,"Melbeck, Deutsch-Evern-Weg",10.415745,53.186232,0.0
5631,"Melbeck, Ebstorfer Straße",10.404437,53.178962,0.0
5632,"Melbeck, Floetstraße",10.409299,53.179902,0.0
5633,"Melbeck, Grundschule",10.404828,53.179056,0.0
5634,"Melbeck, Gymnasium",10.415669,53.178487,0.0
5635,"Melbeck, Hohe Luft",10.417294,53.175143,0.0
5636,"Melbeck, Uelzener Straße",10.417891,53.175091,0.0
5637,Mellande,10.105857,53.641683,0.0
5638,Mellingburgredder,10.106133,53.668376,0.0
5639,Mendelstraße,10.186351,53.51144,0.0
5640,Mengestraße,9.991462,53.500807,0.0
5641,Mensingstraße,9.996986,53.442741,0.0
5642,Mergenthalerweg,9.89594,53.613339,0.0
5643,Meriandamm,10.111246,53.552183,0.0
5644,Merkenstraße,10.125463,53.538644,0.0
5645,Merlingasse,9.846126,53.47602,0.0
5646,Meßberg,10.000827,53.547723,0.125
5647,Messehallen,9.976784,53.557833,0.0
5648,Mesterbrooksweg,10.102974,53.704985,0.375
5649,Methfesselstraße,9.945788,53.579485,0.0
5650,Metzendorf,9.955056,53.403763,0.0
5651,Michaeliskirche,9.978533,53.549255,0.0
5652,Michael-Pritzl-Weg,10.156865,53.481016,0.0
5653,"Mielsdorf, Alte Ziegelei",10.350338,53.911459,0.0
5654,"Mielsdorf, Dorfstraße",10.355811,53.913177,0.0
5655,"Mielsdorf, Himp-Hamp",10.337761,53.917944,0.0
5656,"Mienenbüttel, Am Holz",9.791329,53.375462,0.0
5657,"Mienenbüttel, Bei der Lehmkuhle",9.795236,53.373091,0.0
5658,"Mienenbüttel, Bundesstraße",9.803459,53.377277,0.0
5659,"Mienenbüttel, Oldendorfer Straße",9.80129,53.376186,0.0
5660,"Mienenbüttel, Schlepelsberg",9.802096,53.36955,0.0
5661,Minsbekweg,10.076982,53.655984,0.0
5662,Mittelallee,10.057181,53.622868,0.0
5663,"Mittelnkirchen, Dollerner Straße",9.613562,53.543753,0.0
5664,"Mittelnkirchen, Hogendiekbrücke",9.61275,53.565815,0.0
5665,"Mittelnkirchen, Hohenfelde 73",9.610518,53.550255,0.0
5666,"Mittelnkirchen, Muddweg",9.623418,53.540009,0.0
5667,"Mittelsdorf, Hauptstraße 4",9.368329,53.596667,0.0
5668,"Mittelsdorf, Heidberg",9.382623,53.602337,0.0
5669,"Mittelsdorf, Himmelpfortener Weg",9.366602,53.603007,0.0
5670,"Mittelsdorf, Mühlenweg",9.381844,53.601342,0.0
5671,"Mittelsdorf, Wendeplatz",9.366914,53.604138,0.0
5672,Mittlerer Landweg,10.131455,53.498062,0.0
5673,Mittlerer Landweg (Nord),10.139619,53.502406,0.0
5674,Mittlerer Landweg (Süd),10.119081,53.488834,0.0
5675,Modering,9.920529,53.637799,0.0
5676,Mohnhof,10.213791,53.486283,0.0
5677,"Möhnsen, Am Löschteich",10.468241,53.559986,0.0
5678,"Möhnsen, Kätner Kamp",10.467192,53.549746,0.0
5679,"Möhnsen, Lankener Weg",10.468955,53.55969,0.0
5680,"Möhnsen, Steinkamp",10.453704,53.557243,0.0
5681,"Moisburg, Bergfeld",9.696126,53.408682,0.0
5682,"Moisburg, Buxtehuder Straße",9.696993,53.413879,0.0
5683,"Moisburg, Dorfstraße",9.697473,53.405538,0.0
5684,"Moisburg, Friedhof",9.705586,53.406074,0.0
5685,"Moisburg, Grundschule",9.698351,53.407707,0.0
5686,"Moisburg, Kreuzung",9.696322,53.405967,0.0
5687,"Moisburg, Rahmstorfer Straße",9.692733,53.402565,0.0
5688,"Moisburg, Ruhmannshof",9.728008,53.405329,0.0
5689,"Moisburg, Schützenplatz",9.695588,53.400607,0.0
5690,"Moisburg, Twiete",9.704103,53.404565,0.0
5691,Moislingen,10.883101,53.192393,0.0
5692,Mokrystraße,9.982976,53.517024,0.25
5693,"Mollhagen, Eichedeer Straße (AST-Halt)",10.391279,53.705818,0.0
5694,"Mollhagen, Eichede-Horst",10.376547,53.724472,0.0
5695,"Mollhagen, Fasanenweg",10.379122,53.709652,0.0
5696,"Mollhagen, Lipshorst",10.383887,53.706228,0.0
5697,"Mollhagen, Schule",10.386803,53.705583,0.0
5698,"Mollhagen, Sprenger Weg",10.383976,53.702965,0.0
5699,"Mölln, Alte Zirkuskoppel",10.689935,53.635254,0.0
5700,"Mölln, Am Luisenbad",10.700293,53.633005,0.0
5701,"Mölln, A.-Paul-Weber-Straße",10.691632,53.637225,0.0
5702,"Mölln, Augustinum",10.709674,53.632826,0.0
5703,"Mölln, Berliner Straße",10.692358,53.613824,0.0
5704,"Mölln, Bismarckstraße",10.687541,53.620731,0.0
5705,"Mölln, Brauerstraße",10.686268,53.622914,0.0
5706,"Mölln, Bürgermeister-Oetken-Straße",10.68009,53.606296,0.0
5707,"Mölln, Danziger Straße",10.699551,53.591617,0.0
5708,"Mölln, Delvenauweg",10.678006,53.613155,0.0
5709,"Mölln, Doktorhof",10.683142,53.635512,0.0
5710,"Mölln, Don Bosco-Haus",10.713803,53.633971,0.0
5711,"Mölln, Friedenstraße",10.690157,53.616974,0.0
5712,"Mölln, Fritz-Reuter-Straße",10.695241,53.609596,0.0
5713,"Mölln, Grambeker Weg",10.679759,53.617363,0.0
5714,"Mölln, Grundschule Tanneck",10.692585,53.605132,0.0
5715,"Mölln, Gudower Weg",10.692529,53.620732,0.0
5716,"Mölln, Hansestraße",10.676493,53.609698,0.0
5717,"Mölln, Hasengrund",10.696527,53.61603,0.0
5718,"Mölln, Hempschört",10.681161,53.620677,0.0
5719,"Mölln, Iltisstieg",10.69947,53.612537,0.0
5720,"Mölln, Immenstelle",10.69036,53.614104,0.0
5721,"Mölln, Kalandsbrede",10.699301,53.599321,0.0
5722,"Mölln, Kolberger Straße",10.694966,53.601207,0.0
5723,"Mölln, Königsberger Straße",10.696791,53.595106,0.0
5724,"Mölln, Lankauer Weg",10.691725,53.635004,0.0
5725,"Mölln, Marktstraße",10.691081,53.629505,0.0
5726,"Mölln, Martin-Behaim-Straße",10.693587,53.612055,0.0
5727,"Mölln, Massower Straße",10.683586,53.608332,0.0
5728,"Mölln, Memeler Straße",10.691478,53.595972,0.0
5729,"Mölln, Möllner Welle",10.690135,53.625133,0.0
5730,"Mölln, Papenkamp",10.695526,53.607651,0.0
5731,"Mölln, Pater-Lenner-Weg",10.714471,53.631796,0.0
5732,"Mölln, Paul-Gerhardt-Straße",10.685007,53.61214,0.0
5733,"Mölln, Posener Straße",10.702601,53.595725,0.0
5734,"Mölln, Ratzeburger Straße/B207",10.697405,53.642418,0.0
5735,"Mölln, Robert-Koch-Park",10.696009,53.62346,0.0
5736,"Mölln, Röntgenweg",10.67743,53.604366,0.0
5737,"Mölln, Schulberg",10.683232,53.616909,0.0
5738,"Mölln, Stadthaus",10.686933,53.625196,0.0
5739,"Mölln, Stecknitzweg",10.681259,53.634164,0.0
5740,"Mölln, Stolper Straße",10.696517,53.601832,0.0
5741,"Mölln, Waidmannsplatz",10.68804,53.619987,0.0
5742,"Mölln, Waldhofkehre",10.718419,53.630742,0.0
5743,"Mölln, Waldstadt",10.694014,53.590653,0.0
5744,"Mölln, Wassertor (Ratzeburger Straße)",10.690849,53.633534,0.0
5745,"Mölln, Wassertor (Schmilauer Straße)",10.693254,53.632413,0.0
5746,"Mölln, Zillestraße",10.684993,53.615573,0.0
5747,"Mölln, ZOB",10.685604,53.627498,0.0
5748,Mölln(Lauenb),10.683114,53.624481,0.0
5749,Moltrechtweg,10.007548,53.615946,0.0
5750,Mönckebergstraße,10.002028,53.551325,0.0
5751,"Mönkenbrook, Heideweg",10.277853,53.757628,0.0
5752,"Mönkenbrook, Hüls",10.270272,53.74921,0.0
5753,"Mönkhagen, Abzw. Krumbeck",10.548616,53.905084,0.0
5754,"Mönkhagen, Alte Schule",10.545317,53.907642,0.0
5755,"Mönkhagen, An der Au",10.562017,53.901307,0.0
5756,"Mönkhagen, An der Bundesstraße",10.557753,53.899565,0.0
5757,"Mönkhagen, An der Bundesstraße (Ost)",10.577336,53.898788,0.0
5758,"Mönkhagen, BAB-Auffahrt",10.572417,53.899078,0.0
5759,"Mönkhagen, Neuhof",10.534927,53.911909,0.0
5760,"Mönkloh, Glückstädter Straße",9.794423,53.893238,0.0
5761,"Mönkloh, Hermann-Brettin-Straße",9.787421,53.889726,0.0
5762,"Mönkloh, Lutzhorner Straße",9.790692,53.887359,0.0
5763,Moorbekhalle (Schulzentrum Nord),9.991769,53.716911,0.0
